return_id,order_item_id,return_date,return_reason,refund_amount,return_status
2174,126349,2025-02-27 03:38:27,Size Issue,24166.15,Refunded
2175,123903,2026-02-09 08:42:44,Size Issue,4213.67,Refunded
2176,303853,2024-12-22 20:09:00,Size Issue,4582.83,Refunded
2177,11812,2024-12-18 11:26:00,Defective Item,43767.23,Rejected
2178,335300,2026-02-19 13:53:29,Size Issue,23743.8,Rejected
2179,274573,2025-07-17 14:05:06,Damaged Product,37778.64,Approved
2180,317954,2026-05-10 16:59:05,Wrong Product Delivered,47188.25,Rejected
2181,609513,2025-10-16 23:07:33,Size Issue,10045.2,Rejected
2182,550165,2024-11-30 01:59:08,Defective Item,10325.32,Refunded
2183,471098,2024-12-27 10:47:02,Defective Item,29025.34,Refunded
2184,551716,2026-04-08 11:56:34,Damaged Product,43126.42,Rejected
2185,523122,2026-03-28 17:11:56,Size Issue,37895.8,Approved
2186,578781,2025-03-25 23:57:01,Size Issue,15429.84,Rejected
2187,57565,2025-04-24 10:00:16,Wrong Product Delivered,9182.7,Approved
2188,219895,2024-07-31 18:02:58,Defective Item,14505.56,Approved
2189,159038,2024-12-13 05:50:33,Size Issue,17009.46,Approved
2190,16890,2026-07-04 17:48:06,Size Issue,48798.05,Approved
2191,113517,2024-09-23 03:17:46,Defective Item,10041.45,Rejected
2192,700919,2024-12-09 04:38:41,Size Issue,16503.63,Approved
2193,334038,2025-04-27 15:30:35,Defective Item,15234.33,Refunded
2194,394532,2026-04-06 22:14:31,Damaged Product,37831.86,Refunded
2195,170257,2024-12-06 23:58:24,Customer Changed Mind,28636.78,Refunded
2196,55869,2026-03-20 14:58:53,Size Issue,25610.61,Rejected
2197,249872,2025-09-22 05:45:47,Customer Changed Mind,18588.95,Approved
2198,133365,2026-04-13 12:52:38,Defective Item,44741.28,Approved
2199,418320,2024-10-01 14:53:09,Customer Changed Mind,35114.12,Refunded
2200,487991,2025-10-26 08:45:19,Size Issue,1926.58,Approved
2201,699428,2025-10-01 21:42:48,Defective Item,43994.8,Approved
2202,578297,2024-09-22 23:39:36,Damaged Product,38267.61,Rejected
2203,48748,2024-11-29 12:37:34,Damaged Product,324.58,Refunded
2204,67449,2025-06-22 23:34:17,Damaged Product,49304.22,Refunded
2205,477923,2025-11-10 07:16:12,Wrong Product Delivered,48010.53,Refunded
2206,434066,2024-10-13 08:53:19,Damaged Product,43364.07,Refunded
2207,483808,2025-05-29 01:38:29,Defective Item,8045.17,Rejected
2208,102002,2025-07-17 10:59:44,Damaged Product,29569.54,Refunded
2209,540676,2026-03-29 21:24:52,Damaged Product,46149.12,Rejected
2210,417406,2025-05-06 11:31:56,Wrong Product Delivered,8796.6,Rejected
2211,221871,2026-06-17 00:19:25,Customer Changed Mind,24180.83,Refunded
2212,368947,2025-03-21 02:32:24,Size Issue,42428.43,Approved
2213,57598,2025-11-11 23:59:24,Customer Changed Mind,31241.55,Approved
2214,109588,2024-11-23 21:38:02,Defective Item,8872.09,Approved
2215,478881,2024-09-14 11:08:25,Damaged Product,13964.09,Rejected
2216,18904,2024-07-28 03:29:48,Size Issue,27466.06,Approved
2217,104420,2025-06-17 02:56:23,Size Issue,18095.67,Rejected
2218,672850,2025-11-30 20:01:22,Customer Changed Mind,28206.96,Approved
2219,83488,2024-08-05 22:48:56,Damaged Product,10689.87,Refunded
2220,151009,2025-11-09 10:40:26,Defective Item,15882.66,Approved
2221,628165,2024-10-28 08:30:14,Customer Changed Mind,13094.38,Approved
2222,146336,2026-03-19 00:41:26,Damaged Product,49507.7,Rejected
2223,63905,2024-08-02 10:34:27,Defective Item,20119.3,Refunded
2224,723379,2025-04-01 11:05:38,Customer Changed Mind,38690.16,Rejected
2225,426606,2026-03-17 01:53:32,Wrong Product Delivered,5415.11,Approved
2226,86470,2026-03-08 19:37:40,Wrong Product Delivered,10483.62,Refunded
2227,184010,2026-05-31 11:51:36,Defective Item,33389.43,Approved
2228,696889,2025-01-19 20:07:21,Damaged Product,22269.39,Rejected
2229,479438,2025-07-12 12:02:59,Damaged Product,28045.54,Approved
2230,67467,2025-09-26 17:05:38,Customer Changed Mind,7210.11,Refunded
2231,732245,2024-11-14 23:29:12,Wrong Product Delivered,38535.37,Rejected
2232,697516,2025-03-02 12:11:54,Customer Changed Mind,29583.6,Approved
2233,393261,2024-08-17 19:58:40,Size Issue,2268.09,Rejected
2234,540760,2025-01-10 03:01:31,Wrong Product Delivered,18054.02,Approved
2235,744226,2025-05-19 05:35:19,Customer Changed Mind,30894.47,Refunded
2236,384293,2026-03-11 22:00:36,Defective Item,7962.55,Approved
2237,389853,2025-08-21 00:31:45,Defective Item,28558.03,Refunded
2238,720143,2025-04-14 13:18:55,Size Issue,37292.47,Rejected
2239,209268,2026-03-22 17:46:27,Size Issue,47876.67,Rejected
2240,651404,2026-06-08 06:29:21,Wrong Product Delivered,28262.51,Rejected
2241,699225,2025-03-14 18:13:20,Defective Item,34321.17,Rejected
2242,496454,2026-05-18 14:29:07,Defective Item,8844.9,Refunded
2243,721776,2025-05-04 19:18:10,Defective Item,33993.09,Refunded
2244,299318,2024-11-19 14:43:46,Size Issue,29790.45,Rejected
2245,340087,2024-08-14 21:17:48,Size Issue,26096.74,Approved
2246,182459,2025-08-13 20:10:30,Damaged Product,5196.33,Refunded
2247,363035,2025-11-21 16:44:19,Size Issue,4631.44,Rejected
2248,660879,2024-12-13 19:52:25,Damaged Product,7278.09,Approved
2249,253615,2025-10-29 18:31:37,Defective Item,148.82,Rejected
2250,296480,2026-02-18 21:35:35,Size Issue,12443.38,Rejected
2251,737720,2025-10-24 02:25:47,Defective Item,30277.66,Approved
2252,555099,2025-04-17 00:26:44,Size Issue,1340.55,Approved
2253,227980,2024-10-01 14:30:32,Size Issue,46634.69,Approved
2254,507332,2025-01-24 15:06:45,Customer Changed Mind,48990.43,Approved
2255,63341,2025-03-16 22:26:23,Defective Item,34786.32,Refunded
2256,459828,2024-09-10 15:01:13,Size Issue,5230.1,Rejected
2257,345250,2024-07-13 16:34:56,Wrong Product Delivered,19678.12,Rejected
2258,521269,2024-11-30 12:53:18,Wrong Product Delivered,5021.27,Refunded
2259,506235,2025-12-30 03:21:56,Wrong Product Delivered,18303.25,Approved
2260,145223,2026-06-26 23:32:30,Defective Item,3723.96,Approved
2261,653212,2025-05-20 21:18:41,Defective Item,38669.31,Refunded
2262,609623,2024-09-23 01:09:07,Defective Item,18154.45,Approved
2263,696961,2025-02-17 21:42:25,Customer Changed Mind,31567.2,Approved
2264,86702,2025-11-04 05:34:36,Wrong Product Delivered,10233.54,Refunded
2265,356642,2026-06-07 20:12:46,Damaged Product,20441.76,Refunded
2266,182099,2024-11-16 12:38:48,Size Issue,47962.76,Approved
2267,423731,2024-10-05 09:33:29,Defective Item,21698.11,Refunded
2268,548263,2025-02-20 22:00:29,Wrong Product Delivered,10787.16,Rejected
2269,274308,2025-07-01 20:32:46,Damaged Product,9454.24,Rejected
2270,456236,2025-01-30 11:37:51,Damaged Product,28451.04,Rejected
2271,67466,2025-04-04 18:47:43,Defective Item,23408.92,Refunded
2272,4466,2025-07-05 08:32:52,Customer Changed Mind,11078.98,Refunded
2273,700332,2025-05-25 01:39:22,Size Issue,8796.83,Rejected
2274,320855,2026-02-25 01:53:39,Size Issue,4371.04,Rejected
2275,410130,2025-03-19 15:35:42,Defective Item,24228.53,Approved
2276,117877,2026-06-18 01:57:06,Wrong Product Delivered,19319.1,Rejected
2277,496527,2025-05-22 22:40:20,Customer Changed Mind,248.0,Refunded
2278,272809,2026-01-20 12:12:02,Size Issue,41864.67,Approved
2279,177824,2024-11-28 05:35:57,Wrong Product Delivered,5854.56,Rejected
2280,501262,2026-04-23 02:25:53,Defective Item,36182.34,Approved
2281,20076,2025-11-01 05:29:02,Customer Changed Mind,28108.2,Approved
2282,377526,2025-04-28 22:40:08,Defective Item,49717.84,Refunded
2283,431783,2026-01-20 04:03:09,Defective Item,3426.93,Refunded
2284,550473,2025-12-25 08:30:11,Wrong Product Delivered,1898.09,Rejected
2285,184004,2025-10-11 17:17:39,Size Issue,8912.26,Approved
2286,622791,2025-11-14 21:32:36,Damaged Product,23470.68,Approved
2287,60939,2025-08-12 02:42:34,Size Issue,9755.52,Refunded
2288,208469,2024-10-09 12:13:05,Damaged Product,33321.61,Refunded
2289,66096,2026-02-11 05:55:06,Customer Changed Mind,37407.97,Approved
2290,74304,2026-01-01 14:10:36,Damaged Product,13649.48,Rejected
2291,630474,2025-02-12 19:09:55,Size Issue,10411.9,Approved
2292,185418,2025-06-02 03:04:55,Defective Item,874.77,Refunded
2293,654344,2024-09-13 11:54:59,Defective Item,37347.23,Refunded
2294,239647,2025-11-07 13:18:53,Wrong Product Delivered,40638.7,Approved
2295,489690,2025-03-01 09:05:26,Defective Item,13486.29,Approved
2296,363147,2025-11-02 11:37:12,Size Issue,28380.27,Rejected
2297,419571,2026-04-26 18:54:54,Damaged Product,43508.44,Refunded
2298,582142,2026-04-14 15:34:01,Wrong Product Delivered,9372.21,Refunded
2299,620822,2024-10-20 17:51:52,Wrong Product Delivered,47608.92,Approved
2300,358820,2025-04-04 14:57:26,Wrong Product Delivered,2783.11,Approved
2301,403101,2025-07-28 23:47:35,Damaged Product,16141.16,Approved
2302,285881,2025-04-18 02:21:04,Size Issue,17726.46,Approved
2303,77757,2025-11-09 05:19:27,Size Issue,27027.61,Refunded
2304,309698,2025-05-06 07:06:11,Defective Item,14526.15,Approved
2305,41396,2025-03-14 19:06:12,Defective Item,26491.12,Refunded
2306,262631,2024-09-28 00:41:51,Damaged Product,32162.89,Refunded
2307,124855,2024-08-25 06:11:08,Size Issue,2641.07,Approved
2308,490677,2026-03-22 00:16:32,Size Issue,29339.49,Refunded
2309,194655,2026-02-27 17:23:28,Size Issue,39746.13,Rejected
2310,488424,2024-08-24 16:00:39,Wrong Product Delivered,4323.99,Approved
2311,369870,2025-08-26 00:03:03,Defective Item,24045.77,Refunded
2312,96344,2025-06-30 07:29:18,Customer Changed Mind,14069.53,Approved
2313,161644,2025-08-31 04:23:41,Customer Changed Mind,4097.21,Approved
2314,592235,2025-02-18 03:49:13,Wrong Product Delivered,47618.9,Refunded
2315,418415,2026-05-02 16:37:37,Defective Item,938.36,Rejected
2316,295574,2025-11-27 01:12:40,Damaged Product,42459.28,Refunded
2317,299961,2024-07-31 17:22:47,Defective Item,14516.35,Approved
2318,399028,2025-07-11 10:58:35,Size Issue,162.36,Refunded
2319,517127,2025-06-19 11:15:46,Size Issue,44605.19,Approved
2320,347502,2025-12-20 23:18:32,Customer Changed Mind,44541.56,Approved
2321,232394,2026-06-13 08:47:40,Defective Item,33924.94,Refunded
2322,577878,2026-04-06 06:40:58,Defective Item,27318.67,Refunded
2323,417862,2026-05-30 16:13:35,Customer Changed Mind,48407.2,Rejected
2324,635501,2026-02-27 20:40:16,Defective Item,44647.09,Approved
2325,690285,2025-11-22 00:06:27,Wrong Product Delivered,6464.02,Approved
2326,194416,2026-06-09 10:15:55,Customer Changed Mind,28255.52,Refunded
2327,621158,2026-05-19 10:22:45,Size Issue,39778.71,Rejected
2328,415598,2024-07-28 11:44:33,Damaged Product,12507.46,Rejected
2329,567711,2026-07-03 08:05:56,Defective Item,20420.56,Approved
2330,324838,2025-08-23 06:26:48,Damaged Product,44124.2,Approved
2331,372534,2026-02-26 17:14:16,Size Issue,10352.52,Rejected
2332,580755,2025-09-10 08:35:27,Damaged Product,34002.01,Rejected
2333,7700,2024-12-28 22:12:22,Defective Item,6223.27,Rejected
2334,327287,2025-03-15 06:20:20,Defective Item,18953.07,Refunded
2335,539923,2024-10-21 08:08:24,Wrong Product Delivered,21369.03,Refunded
2336,84978,2025-02-25 05:29:20,Defective Item,9324.02,Approved
2337,590438,2026-03-15 21:32:27,Defective Item,49526.9,Rejected
2338,573257,2024-10-14 21:22:24,Wrong Product Delivered,39106.4,Approved
2339,342693,2025-10-28 21:18:25,Damaged Product,44626.42,Approved
2340,518233,2024-11-27 18:46:48,Damaged Product,10330.98,Approved
2341,635529,2024-11-23 05:01:04,Damaged Product,22108.5,Approved
2342,690959,2026-02-23 10:07:13,Wrong Product Delivered,43543.75,Refunded
2343,534088,2024-08-24 18:13:27,Defective Item,20119.35,Refunded
2344,605743,2024-10-25 08:22:52,Size Issue,26027.96,Rejected
2345,212892,2025-02-03 22:40:37,Customer Changed Mind,10532.12,Approved
2346,121432,2025-04-10 18:02:30,Damaged Product,15211.41,Approved
2347,435447,2025-10-15 04:06:34,Wrong Product Delivered,255.75,Approved
2348,505210,2024-09-17 22:17:55,Defective Item,1212.63,Refunded
2349,37415,2024-09-26 06:39:37,Damaged Product,30718.58,Approved
2350,219863,2025-11-13 01:13:53,Damaged Product,40437.44,Approved
2351,45103,2025-12-19 03:53:09,Defective Item,3045.11,Rejected
2352,417040,2025-12-04 23:44:30,Damaged Product,11291.81,Approved
2353,72992,2025-10-02 19:31:53,Size Issue,34498.54,Refunded
2354,447547,2025-05-09 15:39:19,Wrong Product Delivered,5079.65,Rejected
2355,96687,2025-05-22 16:38:29,Wrong Product Delivered,17262.1,Rejected
2356,9237,2024-10-17 13:21:17,Wrong Product Delivered,35712.36,Refunded
2357,584208,2024-10-29 00:35:16,Customer Changed Mind,33680.09,Rejected
2358,98149,2025-03-17 06:36:06,Size Issue,29870.09,Rejected
2359,741946,2026-05-07 19:02:22,Damaged Product,28438.41,Rejected
2360,561794,2025-09-30 09:09:00,Damaged Product,31041.42,Rejected
2361,464697,2025-05-13 13:16:37,Customer Changed Mind,6223.7,Approved
2362,65399,2025-02-26 09:57:29,Size Issue,29185.92,Approved
2363,404620,2024-07-13 04:00:26,Defective Item,17225.36,Refunded
2364,699548,2025-12-27 14:18:10,Damaged Product,727.56,Rejected
2365,743956,2026-02-08 02:34:12,Defective Item,39358.84,Refunded
2366,299632,2026-02-10 13:22:07,Damaged Product,11899.0,Approved
2367,715044,2024-11-15 09:36:46,Size Issue,8867.92,Refunded
2368,208795,2026-02-02 14:56:37,Defective Item,4457.38,Rejected
2369,212087,2024-11-21 10:49:36,Customer Changed Mind,43220.85,Refunded
2370,316837,2024-09-15 17:12:42,Size Issue,48590.27,Refunded
2371,316088,2025-01-20 01:06:59,Wrong Product Delivered,21026.69,Approved
2372,541590,2025-03-25 04:30:03,Damaged Product,30991.23,Refunded
2373,337503,2025-06-24 21:46:47,Defective Item,34033.29,Approved
2374,131263,2026-01-28 10:52:42,Customer Changed Mind,22069.02,Refunded
2375,70376,2025-12-20 20:04:44,Customer Changed Mind,46867.85,Refunded
2376,503111,2025-01-28 18:11:02,Defective Item,13026.91,Approved
2377,358313,2025-04-11 21:11:42,Customer Changed Mind,30145.76,Rejected
2378,279742,2025-02-22 07:52:33,Defective Item,34989.09,Refunded
2379,2598,2026-04-30 03:26:34,Defective Item,2427.92,Rejected
2380,524019,2026-04-04 19:23:27,Defective Item,27507.19,Approved
2381,401732,2025-08-01 15:45:19,Wrong Product Delivered,40811.87,Refunded
2382,309908,2025-10-27 07:10:32,Damaged Product,38187.8,Approved
2383,54892,2025-09-30 18:58:59,Size Issue,33582.59,Approved
2384,469021,2024-11-30 17:04:41,Size Issue,22922.57,Rejected
2385,585641,2025-07-18 01:41:37,Wrong Product Delivered,46820.62,Rejected
2386,79226,2026-02-20 20:03:32,Customer Changed Mind,27901.73,Approved
2387,471323,2024-10-27 18:02:25,Customer Changed Mind,49245.67,Refunded
2388,193450,2025-03-14 19:52:30,Size Issue,13856.46,Approved
2389,696485,2026-02-15 12:45:48,Damaged Product,31723.8,Rejected
2390,210773,2025-04-02 13:24:05,Defective Item,42427.8,Approved
2391,405623,2026-05-22 16:54:00,Damaged Product,38041.78,Refunded
2392,463833,2025-03-27 15:28:15,Wrong Product Delivered,26705.94,Rejected
2393,351620,2026-04-08 17:46:56,Wrong Product Delivered,38419.64,Refunded
2394,292247,2026-02-02 04:23:46,Wrong Product Delivered,41548.51,Refunded
2395,192763,2025-07-23 09:53:12,Defective Item,11198.53,Rejected
2396,151210,2024-11-09 18:24:29,Size Issue,1047.97,Refunded
2397,365043,2026-06-22 02:05:19,Customer Changed Mind,30069.2,Approved
2398,372324,2026-01-23 11:02:32,Defective Item,38851.18,Approved
2399,453999,2025-10-28 18:15:27,Wrong Product Delivered,36649.01,Approved
2400,284710,2024-09-15 17:45:36,Defective Item,28615.47,Rejected
2401,749837,2026-02-12 06:48:27,Defective Item,39589.53,Approved
2402,560318,2025-01-28 06:30:05,Wrong Product Delivered,4480.86,Approved
2403,702607,2025-05-05 02:42:04,Customer Changed Mind,4338.45,Rejected
2404,643530,2025-12-23 01:28:36,Defective Item,20141.7,Rejected
2405,119052,2024-08-04 15:54:26,Defective Item,39636.1,Refunded
2406,724442,2025-11-08 20:56:40,Customer Changed Mind,2217.44,Approved
2407,358813,2024-12-20 04:49:07,Wrong Product Delivered,24901.71,Approved
2408,698404,2025-10-26 09:40:24,Damaged Product,19077.84,Approved
2409,515150,2026-02-08 13:00:04,Defective Item,34342.9,Rejected
2410,176517,2024-12-16 19:38:57,Size Issue,44513.53,Refunded
2411,420761,2026-04-21 12:20:30,Customer Changed Mind,21863.21,Refunded
2412,219501,2026-07-07 08:44:14,Wrong Product Delivered,17460.58,Refunded
2413,418112,2026-06-09 20:04:35,Damaged Product,9225.68,Rejected
2414,489698,2025-01-04 04:52:01,Size Issue,47039.27,Rejected
2415,680674,2025-09-23 01:58:45,Size Issue,21173.96,Rejected
2416,545117,2024-12-27 09:30:56,Wrong Product Delivered,29059.5,Rejected
2417,4126,2024-12-16 06:54:36,Damaged Product,4527.87,Approved
2418,22375,2025-01-30 08:50:25,Wrong Product Delivered,28775.36,Rejected
2419,581679,2025-07-01 04:51:48,Customer Changed Mind,28830.73,Refunded
2420,600120,2026-01-17 15:01:57,Customer Changed Mind,15707.55,Rejected
2421,55892,2026-02-24 03:48:21,Size Issue,2039.79,Refunded
2422,288603,2025-09-27 15:00:10,Wrong Product Delivered,46934.21,Refunded
2423,293078,2024-12-13 04:42:23,Wrong Product Delivered,19918.71,Approved
2424,625783,2025-12-08 07:57:04,Defective Item,38880.37,Approved
2425,572218,2024-07-10 08:02:43,Damaged Product,38310.01,Rejected
2426,530987,2026-06-25 00:50:34,Damaged Product,30352.73,Refunded
2427,710780,2026-03-30 15:04:38,Defective Item,8796.73,Rejected
2428,97723,2026-03-20 14:12:56,Size Issue,20303.6,Refunded
2429,596516,2025-12-23 23:49:36,Customer Changed Mind,41207.59,Refunded
2430,510950,2025-06-17 23:55:50,Wrong Product Delivered,9226.45,Approved
2431,303967,2025-01-09 18:08:25,Wrong Product Delivered,48789.52,Approved
2432,199209,2025-02-27 18:15:46,Customer Changed Mind,4825.87,Rejected
2433,442469,2025-10-15 07:59:37,Size Issue,12473.9,Approved
2434,131232,2025-05-07 16:48:12,Wrong Product Delivered,29369.87,Rejected
2435,41730,2025-07-15 21:09:41,Defective Item,35629.37,Approved
2436,353020,2025-12-23 07:18:54,Damaged Product,19618.07,Refunded
2437,308032,2024-09-09 05:13:32,Customer Changed Mind,40844.49,Rejected
2438,447820,2025-05-02 09:03:14,Damaged Product,26221.72,Refunded
2439,97836,2024-12-18 08:13:00,Defective Item,18530.13,Refunded
2440,391390,2026-06-19 19:03:07,Damaged Product,49919.77,Rejected
2441,289065,2025-02-14 18:28:57,Damaged Product,24367.87,Refunded
2442,683151,2025-08-25 17:23:29,Damaged Product,11303.27,Refunded
2443,98104,2025-03-24 18:34:03,Customer Changed Mind,26641.4,Refunded
2444,660256,2025-12-15 21:06:28,Size Issue,26271.23,Refunded
2445,53677,2025-10-15 00:01:45,Wrong Product Delivered,815.87,Refunded
2446,583204,2025-01-15 03:51:27,Defective Item,32392.45,Refunded
2447,449869,2025-09-19 17:04:47,Defective Item,23664.28,Rejected
2448,468390,2025-12-14 15:27:54,Size Issue,13960.91,Refunded
2449,319710,2025-10-17 10:03:36,Damaged Product,21568.47,Rejected
2450,94468,2026-01-27 08:18:14,Defective Item,43555.5,Approved
2451,199973,2025-03-25 07:57:58,Customer Changed Mind,29897.7,Rejected
2452,744839,2026-06-04 13:39:23,Size Issue,41990.64,Approved
2453,191343,2024-11-11 00:55:35,Defective Item,9208.89,Approved
2454,154018,2024-08-24 15:19:40,Defective Item,23357.53,Approved
2455,677819,2025-07-19 03:12:40,Wrong Product Delivered,37521.02,Refunded
2456,583460,2024-08-10 05:52:28,Defective Item,14562.19,Rejected
2457,392658,2026-05-03 08:12:50,Customer Changed Mind,21289.89,Approved
2458,503892,2025-05-04 15:22:53,Customer Changed Mind,31121.77,Refunded
2459,91008,2026-06-18 01:21:07,Size Issue,11714.25,Approved
2460,97108,2026-05-31 12:47:11,Size Issue,16244.31,Refunded
2461,319796,2025-11-30 21:05:26,Customer Changed Mind,31410.87,Rejected
2462,700494,2025-10-04 17:27:42,Wrong Product Delivered,917.44,Approved
2463,344582,2025-04-01 05:34:33,Size Issue,31580.41,Rejected
2464,363524,2025-01-15 07:51:16,Size Issue,18085.32,Approved
2465,312434,2025-04-22 22:02:23,Defective Item,48012.76,Refunded
2466,624868,2026-04-12 19:07:35,Size Issue,47201.29,Rejected
2467,641159,2025-06-01 12:05:14,Damaged Product,35190.07,Rejected
2468,108682,2026-06-12 21:34:34,Damaged Product,48416.8,Refunded
2469,65141,2026-07-06 11:36:13,Customer Changed Mind,2262.12,Rejected
2470,12026,2025-06-25 03:19:20,Customer Changed Mind,33886.63,Rejected
2471,613607,2025-09-11 08:36:43,Wrong Product Delivered,18978.24,Approved
2472,580794,2025-06-07 16:34:30,Wrong Product Delivered,677.26,Approved
2473,216100,2025-09-30 12:54:01,Size Issue,13123.88,Approved
2474,363529,2026-04-19 14:37:12,Defective Item,49789.21,Approved
2475,201627,2026-04-26 00:45:05,Wrong Product Delivered,4392.09,Refunded
2476,683238,2025-12-23 06:33:13,Damaged Product,22078.44,Approved
2477,207416,2026-02-04 02:28:28,Defective Item,36941.12,Rejected
2478,539931,2026-02-18 20:14:00,Wrong Product Delivered,38873.39,Approved
2479,143617,2026-06-20 04:28:58,Defective Item,13420.44,Refunded
2480,181779,2026-05-28 01:22:03,Defective Item,17962.23,Approved
2481,261802,2026-03-15 07:58:25,Defective Item,9599.92,Rejected
2482,268643,2025-08-09 09:57:08,Customer Changed Mind,46317.11,Approved
2483,556822,2025-07-01 02:49:10,Customer Changed Mind,2798.85,Refunded
2484,334144,2024-10-29 06:39:27,Customer Changed Mind,8971.64,Refunded
2485,348499,2025-03-18 00:39:07,Damaged Product,23004.58,Refunded
2486,66383,2024-12-23 22:43:13,Size Issue,47522.16,Approved
2487,284614,2026-06-17 05:03:06,Damaged Product,2882.7,Rejected
2488,106584,2026-05-06 14:37:09,Size Issue,35566.89,Rejected
2489,244467,2026-05-19 01:37:42,Damaged Product,31410.12,Approved
2490,15249,2024-12-26 11:31:57,Customer Changed Mind,28579.05,Rejected
2491,39362,2025-11-11 17:10:29,Wrong Product Delivered,26338.11,Rejected
2492,49841,2025-07-01 02:43:53,Defective Item,31881.91,Refunded
2493,691376,2026-05-04 21:21:42,Size Issue,46608.31,Rejected
2494,266027,2024-11-10 17:07:58,Defective Item,23829.78,Rejected
2495,527837,2025-03-28 08:26:16,Size Issue,2590.02,Refunded
2496,45021,2024-07-28 22:38:28,Customer Changed Mind,20376.67,Refunded
2497,703446,2024-12-06 14:15:29,Damaged Product,36662.82,Refunded
2498,182712,2025-02-01 01:10:49,Defective Item,34476.35,Approved
2499,539270,2026-03-19 19:49:52,Size Issue,42172.77,Rejected
2500,747600,2025-09-01 15:30:27,Defective Item,36474.94,Rejected
2501,365053,2025-10-26 19:25:15,Damaged Product,39990.73,Refunded
2502,1564,2026-06-29 10:33:48,Damaged Product,44515.56,Rejected
2503,335860,2025-06-10 03:03:46,Wrong Product Delivered,25673.84,Rejected
2504,359467,2026-07-09 15:35:10,Wrong Product Delivered,22210.57,Approved
2505,187336,2026-02-18 10:27:43,Defective Item,23231.2,Rejected
2506,112449,2026-01-24 12:17:29,Wrong Product Delivered,41925.32,Refunded
2507,253165,2024-09-17 11:50:33,Wrong Product Delivered,36468.66,Refunded
2508,451703,2025-09-03 06:11:25,Customer Changed Mind,27304.65,Approved
2509,264856,2024-11-20 09:16:47,Defective Item,22067.55,Refunded
2510,389769,2026-05-26 21:46:53,Wrong Product Delivered,27543.78,Approved
2511,226886,2024-09-03 15:47:17,Damaged Product,15046.85,Rejected
2512,175040,2026-06-24 01:48:48,Damaged Product,24645.28,Approved
2513,107252,2024-09-22 03:30:43,Customer Changed Mind,45068.83,Rejected
2514,686674,2025-04-25 17:06:49,Customer Changed Mind,32205.38,Approved
2515,490978,2025-01-25 16:29:48,Customer Changed Mind,41603.63,Approved
2516,92216,2025-04-18 02:20:24,Customer Changed Mind,605.88,Refunded
2517,449854,2026-02-06 20:55:27,Customer Changed Mind,15948.75,Rejected
2518,410247,2024-07-25 04:36:07,Wrong Product Delivered,49945.95,Refunded
2519,28212,2024-10-26 23:24:44,Damaged Product,30960.38,Approved
2520,591507,2025-08-03 21:24:15,Defective Item,30290.35,Approved
2521,742164,2025-04-03 02:42:04,Wrong Product Delivered,7172.47,Rejected
2522,503776,2026-05-22 21:55:21,Size Issue,4170.39,Refunded
2523,17546,2025-08-14 20:08:40,Wrong Product Delivered,48229.01,Refunded
2524,119735,2024-09-03 11:23:04,Damaged Product,11740.72,Rejected
2525,591362,2025-01-03 10:24:11,Defective Item,24693.34,Rejected
2526,604955,2024-09-30 10:47:39,Damaged Product,45252.53,Rejected
2527,320321,2025-10-08 03:56:05,Wrong Product Delivered,19657.4,Refunded
2528,101,2025-01-10 04:23:01,Damaged Product,1320.44,Refunded
2529,623336,2026-05-28 21:52:01,Defective Item,12364.71,Approved
2530,124550,2026-03-28 13:00:19,Wrong Product Delivered,3209.15,Refunded
2531,572474,2025-05-22 14:01:35,Wrong Product Delivered,48757.02,Rejected
2532,161263,2026-03-05 21:21:35,Damaged Product,18192.56,Approved
2533,648772,2025-07-27 08:53:03,Defective Item,8890.95,Rejected
2534,36237,2025-02-27 15:26:00,Defective Item,15977.06,Approved
2535,179847,2025-02-01 05:05:56,Size Issue,27752.25,Refunded
2536,440126,2024-10-31 20:37:05,Wrong Product Delivered,47062.17,Refunded
2537,730082,2025-04-11 01:04:21,Defective Item,24895.06,Rejected
2538,176547,2026-01-11 23:44:20,Customer Changed Mind,27450.51,Approved
2539,94378,2024-12-13 20:42:42,Wrong Product Delivered,48238.95,Rejected
2540,341773,2025-08-12 04:12:36,Defective Item,27683.96,Approved
2541,7713,2024-12-19 23:23:47,Damaged Product,47920.37,Rejected
2542,309156,2025-03-29 06:41:05,Damaged Product,35374.13,Refunded
2543,516020,2026-06-05 17:06:32,Size Issue,32368.69,Rejected
2544,79084,2025-05-26 00:24:16,Damaged Product,29369.8,Rejected
2545,457457,2026-05-19 02:12:03,Size Issue,8357.58,Rejected
2546,466857,2026-05-19 00:19:46,Wrong Product Delivered,46238.3,Approved
2547,723620,2025-01-03 21:26:45,Size Issue,29077.85,Rejected
2548,396809,2025-04-28 02:43:11,Damaged Product,6373.3,Refunded
2549,44730,2025-10-20 18:26:31,Size Issue,32723.6,Approved
2550,452303,2025-09-21 18:17:53,Damaged Product,24073.05,Approved
2551,337407,2026-03-27 04:36:29,Defective Item,28896.87,Approved
2552,334723,2025-05-08 01:36:57,Size Issue,4589.69,Rejected
2553,362377,2025-08-20 13:40:19,Defective Item,48935.08,Approved
2554,738720,2025-03-28 18:20:49,Defective Item,46401.59,Approved
2555,228853,2025-09-11 04:20:17,Damaged Product,5596.4,Approved
2556,328824,2024-08-17 05:50:44,Defective Item,14165.26,Refunded
2557,633525,2025-03-06 23:59:23,Defective Item,5182.62,Rejected
