product_id,product_name,category_id,supplier_id,brand,cost_price,selling_price,stock_quantity,reorder_level,date_added,is_active
994,Occaecati Lite,19,50,Havells,32433,37866.32,76,10,2026-02-24,True
995,Laboriosam Ultra,9,42,Puma,30441,34607.45,335,10,2023-06-08,True
996,At Ultra,14,194,Godrej,21651,24590.83,225,10,2023-11-16,True
997,Dolorum Ultra,2,118,Godrej,4389,6035.66,190,10,2022-06-28,False
998,Deleniti Plus,22,176,Havells,19806,25594.8,195,10,2022-12-27,False
999,Adipisci Pro,8,156,HP,31214,34621.41,404,10,2025-12-15,True
1000,Aut Max,17,195,Dell,38101,47151.02,98,10,2026-02-04,True
1001,Eaque Plus,21,142,Boat,27502,36262.25,463,10,2023-09-07,True
1002,Magni Pro,13,54,Puma,44822,56385.01,494,10,2021-08-24,True
1003,Placeat Lite,7,42,Boat,43461,58216.69,187,10,2021-08-07,True
1004,Ad Pro,21,42,HP,20805,25872.77,144,10,2023-11-01,True
1005,Esse Lite,14,188,Samsung,13402,16971.03,136,10,2025-07-17,True
1006,Veritatis Ultra,1,196,Canon,12654,14986.14,102,10,2024-09-09,False
1007,Ut Max,1,85,Dell,28846,37417.48,77,10,2023-11-26,True
1008,Repellendus Lite,19,173,Adidas,35943,46868.54,143,10,2025-08-15,True
1009,Numquam Ultra,15,154,Apple,44200,58683.98,38,10,2025-11-06,True
1010,Qui Lite,19,151,Samsung,4750,5490.75,155,10,2025-08-27,True
1011,Fuga Max,17,181,Apple,13111,14832.6,261,10,2026-01-25,True
1012,Ipsam Pro,14,172,Philips,46282,61821.21,296,10,2025-01-28,True
1013,Placeat Lite,2,61,Canon,29464,35027.64,54,10,2025-01-13,False
1014,Rerum Max,13,154,Philips,196,268.4,365,10,2025-03-21,True
1015,Eveniet Pro,7,172,Apple,41983,57963.42,172,10,2022-10-10,True
1016,Accusamus Max,5,173,Puma,5567,6278.4,248,10,2022-11-30,True
1017,Autem Ultra,16,141,Apple,10942,12891.54,401,10,2025-07-20,False
1018,Vitae Pro,22,127,HP,21397,26681.07,50,10,2023-01-12,False
1019,Vel Pro,11,176,HP,8913,12213.56,213,10,2022-07-08,True
1020,Dicta Max,10,89,Canon,35123,43502.83,62,10,2021-09-24,True
1021,Commodi Max,20,171,Lenovo,28701,37015.17,58,10,2024-07-17,True
1022,Exercitationem Pro,4,98,HP,11420,13956.75,294,10,2022-07-17,True
1023,Suscipit Ultra,8,128,Godrej,49196,64592.18,146,10,2026-04-11,True
1024,Fugit Plus,20,5,Boat,47225,63190.96,70,10,2024-08-02,True
1025,Quo Max,2,76,Lenovo,29234,34689.39,229,10,2026-04-18,True
1026,Nemo Plus,18,107,Puma,19853,26894.46,437,10,2026-01-05,True
1027,Neque Pro,13,141,HP,32302,40744.7,28,10,2024-05-01,True
1028,Sed Max,10,197,HP,23633,30603.28,399,10,2022-07-03,True
1029,Repudiandae Lite,14,14,Boat,40204,54841.83,297,10,2024-08-09,True
1030,Id Lite,9,148,Philips,26256,32505.89,41,10,2025-05-16,True
1031,Quisquam Ultra,10,52,Puma,33754,42655.81,407,10,2023-02-08,True
1032,Minima Lite,2,102,Adidas,43974,58156.1,372,10,2022-04-12,False
1033,Soluta Max,21,163,Lenovo,19995,26370.64,337,10,2025-12-31,True
1034,Nihil Pro,7,199,Sony,43924,49477.09,208,10,2022-12-30,True
1035,Nobis Plus,5,31,Puma,40636,53460.28,54,10,2021-12-26,True
1036,Assumenda Ultra,5,121,Canon,16331,22707.49,318,10,2026-04-01,True
1037,Rerum Max,19,165,Philips,12310,14056.07,305,10,2026-03-08,True
1038,Explicabo Lite,10,86,Nike,26040,35761.32,398,10,2022-05-08,True
1039,Sed Plus,2,164,Lenovo,25076,34051.98,260,10,2024-07-24,True
1040,Illum Pro,4,178,Boat,15723,21181.3,297,10,2022-12-08,True
1041,Consectetur Plus,12,163,Sony,6926,8569.78,232,10,2024-11-21,True
1042,Autem Plus,1,189,Samsung,43571,52506.42,482,10,2023-12-08,True
1043,Maiores Plus,5,154,Puma,47601,55975.3,126,10,2024-06-06,False
1044,Ab Ultra,22,179,Havells,17100,23759.41,473,10,2024-07-23,True
1045,Dicta Max,21,72,Dell,32832,45160.33,446,10,2024-02-03,True
1046,Incidunt Pro,24,132,Lenovo,43136,54049.01,300,10,2023-04-17,True
1047,Atque Max,12,142,Lenovo,45764,60754.48,460,10,2022-01-24,True
1048,Sapiente Plus,17,44,Apple,48216,65294.18,46,10,2025-02-14,True
1049,Nesciunt Max,16,66,Canon,47362,58739.59,351,10,2023-10-12,True
1050,Molestiae Ultra,9,50,Boat,28283,31293.11,125,10,2024-10-19,False
1051,Alias Plus,12,75,Puma,45734,59732.5,272,10,2026-02-08,True
1052,Corrupti Plus,6,55,Samsung,7307,10168.98,167,10,2022-05-17,False
1053,Illum Lite,12,175,HP,47735,65547.01,365,10,2022-08-18,True
1054,Esse Pro,8,95,LG,42421,47900.24,433,10,2026-01-18,True
1055,Magni Lite,15,192,HP,38978,49486.69,408,10,2026-02-02,True
1056,Ex Max,19,101,Havells,10289,12228.27,342,10,2023-08-21,True
1057,Velit Pro,5,21,Puma,35577,43576.54,398,10,2026-02-10,True
1058,Voluptatum Lite,4,12,LG,34450,45773.75,98,10,2025-04-11,True
1059,Officia Plus,20,74,LG,22159,24963.73,33,10,2025-07-21,False
1060,Veritatis Ultra,7,20,Dell,46164,56501.12,357,10,2023-01-13,False
1061,Deserunt Pro,23,28,Nike,43534,51403.92,62,10,2024-11-16,True
1062,Vero Max,19,27,Samsung,11968,14756.28,34,10,2021-11-12,False
1063,Exercitationem Ultra,11,61,Lenovo,15691,17683.82,406,10,2022-04-04,True
1064,Enim Pro,24,94,Godrej,30337,35366.79,464,10,2025-03-20,False
1065,Voluptatum Pro,9,33,Dell,13428,15597.88,59,10,2023-10-05,True
1066,Aliquam Lite,23,26,Godrej,27511,33473.77,458,10,2021-09-19,True
1067,Rem Max,23,43,Philips,24842,27334.23,407,10,2026-01-07,True
1068,Alias Ultra,12,65,Canon,34256,37795.99,111,10,2024-12-18,True
1069,Distinctio Lite,15,153,Puma,31582,37681.58,11,10,2024-12-08,True
1070,Quos Plus,10,179,Philips,24033,27448.95,140,10,2021-12-15,True
1071,A Ultra,11,90,Puma,18600,21111.95,29,10,2024-07-31,True
1072,Quasi Ultra,17,22,Apple,41804,52047.15,155,10,2021-10-16,True
1073,Quibusdam Max,5,95,Sony,4899,6409.66,7,10,2022-08-03,True
1074,Modi Ultra,19,105,Philips,18964,24007.03,237,10,2022-01-05,False
1075,Tempora Lite,14,199,Lenovo,25009,28082.68,475,10,2024-03-19,True
1076,A Plus,2,144,Dell,7742,9605.44,301,10,2022-11-25,True
1077,Porro Max,5,55,Samsung,14375,19622.35,278,10,2021-09-05,False
1078,Repudiandae Plus,22,162,LG,31890,35209.56,144,10,2026-03-25,False
1079,Sequi Ultra,12,181,Godrej,46036,51783.39,451,10,2023-08-09,False
1080,Perferendis Plus,15,71,Havells,32326,37530.29,109,10,2024-06-09,True
1081,A Max,21,31,Philips,38602,42922.44,255,10,2025-11-18,True
1082,Iusto Max,21,176,LG,16043,21046.44,212,10,2023-05-20,True
1083,Ipsam Max,22,30,Philips,40636,55764.38,362,10,2021-12-26,True
1084,Odio Ultra,25,121,Samsung,23297,29717.36,186,10,2023-04-10,True
1085,Vero Max,11,30,Adidas,14153,19199.37,80,10,2025-04-06,True
1086,Voluptatum Lite,15,151,Nike,33206,44782.58,164,10,2022-06-10,True
1087,Accusantium Lite,24,65,Adidas,4729,5310.31,460,10,2023-10-03,False
1088,Eos Lite,12,181,Canon,8893,11396.03,394,10,2023-04-08,True
1089,Amet Pro,18,24,LG,32803,39295.95,292,10,2021-09-25,True
1090,Blanditiis Ultra,9,175,Adidas,9251,10547.79,268,10,2023-02-28,True
1091,Minima Lite,7,136,Samsung,12863,16121.48,67,10,2021-10-21,True
1092,Consequuntur Plus,4,71,Havells,30524,34906.26,380,10,2024-05-27,False
1093,Vero Plus,8,157,Samsung,43594,52358.38,389,10,2023-12-01,True
1094,Recusandae Pro,8,188,Lenovo,28503,35196.45,93,10,2025-07-29,True
1095,Excepturi Max,19,7,Apple,38339,46113.96,88,10,2022-11-12,True
1096,Vitae Ultra,19,80,Lenovo,48730,56177.31,471,10,2024-01-06,True
1097,Autem Lite,10,7,Boat,47278,60324.61,361,10,2024-03-18,True
1098,Architecto Plus,22,115,Puma,2774,3321.28,205,10,2025-06-10,False
1099,Minima Lite,14,48,Lenovo,6955,9726.19,45,10,2023-02-22,True
1100,Non Ultra,25,164,Canon,41058,50119.51,112,10,2023-02-03,False
1101,Earum Pro,18,188,Puma,48889,62256.44,208,10,2023-01-14,True
1102,At Lite,10,138,Dell,14320,16934.28,94,10,2025-12-22,True
1103,Facere Max,4,19,Lenovo,28972,36623.95,407,10,2022-08-03,True
1104,Minus Ultra,8,70,Godrej,20348,27206.34,184,10,2023-08-28,True
1105,Autem Ultra,15,122,Apple,15815,21894.46,362,10,2022-07-24,False
1106,Quibusdam Lite,19,64,Dell,19700,27552.54,260,10,2024-03-26,True
1107,Nulla Max,2,108,Samsung,7171,7937.22,269,10,2022-05-25,True
1108,Repudiandae Lite,12,163,Lenovo,29825,35886.38,20,10,2025-06-04,True
1109,Culpa Max,22,43,LG,18072,24473.15,341,10,2024-04-01,False
1110,Ab Lite,5,188,Adidas,33756,38963.2,335,10,2024-11-04,True
1111,Impedit Lite,20,171,Godrej,36573,46208.42,208,10,2025-11-21,True
1112,Aliquid Max,9,111,Samsung,46876,51967.87,218,10,2025-07-04,True
1113,Beatae Pro,22,119,Sony,19582,26277.59,366,10,2025-04-14,True
1114,Et Max,15,179,Adidas,31335,34585.55,178,10,2024-09-22,True
1115,Reiciendis Max,19,104,Nike,49823,58624.3,34,10,2024-12-13,False
1116,Provident Ultra,13,113,Samsung,17040,20595.09,376,10,2025-11-09,True
1117,Possimus Ultra,16,21,Havells,43542,57928.22,101,10,2022-09-01,False
1118,Corporis Max,10,60,Boat,28012,39177.26,324,10,2022-04-05,True
1119,Eius Ultra,5,26,Canon,7445,10329.31,210,10,2024-03-28,True
1120,Expedita Plus,1,180,Sony,9340,11378.3,159,10,2025-03-15,True
1121,Repellat Pro,11,124,Puma,30569,39574.01,204,10,2023-12-28,True
1122,Quibusdam Pro,21,67,HP,49076,65686.03,159,10,2022-10-28,True
1123,Cum Ultra,16,143,Godrej,49003,61215.66,103,10,2023-01-11,True
1124,Fuga Lite,24,85,Havells,39404,43611.71,419,10,2024-06-03,True
1125,Aperiam Pro,20,80,Sony,43391,49093.71,84,10,2021-09-12,True
1126,Ipsam Max,14,196,Dell,11393,12544.67,108,10,2022-08-28,True
1127,Repellat Max,18,101,Apple,1367,1593.71,94,10,2025-06-24,True
1128,Officia Max,5,94,Samsung,25593,34806.1,70,10,2024-11-13,True
1129,Nulla Pro,12,72,HP,29838,37017.32,193,10,2022-05-29,True
1130,Aut Pro,22,38,HP,16157,21338.39,305,10,2024-11-20,True
1131,Possimus Max,7,100,Lenovo,12456,14124.99,330,10,2024-01-30,True
1132,Numquam Lite,18,26,Canon,8508,11754.82,327,10,2024-01-02,True
1133,Sunt Lite,5,78,Havells,22798,28770.29,106,10,2025-01-04,True
1134,Ad Ultra,3,139,Adidas,251,318.15,114,10,2025-01-25,False
1135,Assumenda Lite,18,102,Apple,4453,5550.42,243,10,2026-05-07,True
1136,Eius Max,18,182,Sony,36483,44533.91,22,10,2023-12-17,True
1137,Voluptas Plus,15,36,Puma,19408,21882.43,162,10,2021-12-02,True
1138,Animi Pro,25,42,HP,21038,29299.61,184,10,2022-01-28,True
1139,Officiis Plus,4,27,Lenovo,33796,46338.69,430,10,2024-08-24,True
1140,Neque Lite,14,74,Dell,19625,23436.9,388,10,2025-03-16,True
1141,Minima Pro,17,7,Adidas,49740,55308.32,68,10,2024-10-21,True
1142,Recusandae Pro,12,173,Adidas,48557,67673.55,441,10,2025-05-05,False
1143,Dolore Lite,11,186,Nike,4498,5616.27,457,10,2023-10-28,True
1144,Quaerat Ultra,18,148,Adidas,5549,7284.59,73,10,2022-04-28,False
1145,Voluptate Lite,19,125,HP,22179,30336.34,87,10,2025-02-15,True
1146,Ab Ultra,25,30,Canon,3575,4797.66,396,10,2024-11-11,True
1147,Quis Max,9,186,Dell,24924,33684.84,59,10,2025-12-05,True
1148,Labore Pro,25,169,Dell,37153,48722.88,334,10,2024-12-23,True
1149,Eligendi Lite,12,86,Apple,33004,39913.51,491,10,2022-03-04,True
1150,Consequuntur Plus,2,16,Philips,39511,52900.97,202,10,2021-11-25,False
1151,Cum Lite,22,168,Canon,3664,4983.52,150,10,2025-07-05,True
1152,Sunt Pro,2,47,Nike,38749,53037.69,397,10,2023-02-16,True
1153,Voluptate Ultra,11,67,Samsung,14162,16743.89,171,10,2021-11-16,True
1154,Minima Lite,23,18,Lenovo,16398,20763.81,160,10,2025-11-16,True
1155,Alias Pro,12,191,Canon,43483,53500.44,70,10,2022-05-30,True
1156,Pariatur Max,21,167,Dell,13249,14882.29,400,10,2024-10-20,False
1157,Quasi Lite,23,160,Samsung,232,301.98,173,10,2024-11-12,True
1158,Libero Ultra,15,183,Canon,25971,30925.72,268,10,2023-07-02,True
1159,Dolorem Ultra,16,50,Lenovo,34089,41731.9,225,10,2025-08-08,True
1160,Harum Lite,3,112,Havells,33685,38382.06,404,10,2021-12-19,True
1161,Vero Ultra,13,93,Boat,47936,62406.5,266,10,2023-02-02,True
1162,Cumque Pro,18,192,Philips,23346,25825.36,402,10,2022-11-27,True
1163,Ex Max,19,4,Canon,6173,7090.33,293,10,2026-01-01,False
1164,Deserunt Pro,18,32,Nike,21941,25059.4,168,10,2022-12-28,False
1165,Doloremque Plus,15,167,Lenovo,24636,32736.94,80,10,2023-06-29,True
1166,Totam Ultra,2,161,Apple,14296,18638.38,253,10,2023-10-27,True
1167,Dolorem Max,4,6,Boat,38121,48826.82,376,10,2024-06-05,True
1168,Cumque Ultra,1,153,Philips,25200,34081.86,282,10,2023-03-02,True
1169,Voluptatum Max,15,82,Philips,24721,28389.28,177,10,2023-01-30,True
1170,Nobis Lite,12,7,Samsung,42454,54478.83,431,10,2026-03-31,True
1171,Est Plus,24,162,Dell,35213,43641.58,246,10,2026-07-08,False
1172,Deserunt Pro,22,82,Apple,13010,16187.39,299,10,2025-05-22,True
1173,Sapiente Ultra,14,152,Dell,9313,11463.89,224,10,2024-01-12,False
1174,Accusamus Plus,25,71,Boat,33444,44333.46,66,10,2026-04-06,True
1175,Similique Pro,4,101,Samsung,34720,42672.61,362,10,2025-05-05,False
1176,Ad Ultra,7,16,Canon,49352,55932.21,185,10,2022-12-12,False
1177,Sed Lite,24,168,Canon,42909,53171.39,258,10,2022-12-04,True
1178,Exercitationem Plus,7,196,Dell,3598,4481.77,141,10,2021-08-07,False
1179,Eos Plus,23,195,Boat,38999,43180.29,135,10,2025-12-09,False
1180,Minus Max,20,39,Havells,36796,47796.89,377,10,2022-10-31,True
1181,Iusto Pro,15,146,LG,13882,19410.56,72,10,2025-08-24,False
1182,Nulla Ultra,3,105,Boat,35822,41497.34,458,10,2021-08-02,False
1183,Pariatur Ultra,25,123,Philips,40399,46361.24,77,10,2024-10-20,True
1184,Tempora Max,20,188,Sony,27789,32744.64,417,10,2025-11-04,True
1185,Maiores Lite,3,167,Apple,29709,40734.26,478,10,2024-09-03,True
1186,Nobis Pro,10,136,Philips,48838,65525.48,395,10,2024-12-24,True
1187,Non Plus,17,27,Adidas,6149,7039.95,370,10,2023-04-21,True
1188,Temporibus Plus,12,152,HP,37015,50701.57,449,10,2024-09-09,True
1189,Ex Pro,7,35,Nike,34761,42072.53,292,10,2025-06-29,True
1190,Odio Lite,24,144,Apple,3839,5333.93,36,10,2023-03-14,True
1191,Fugiat Ultra,8,32,LG,19455,24754.74,262,10,2022-11-03,True
1192,Itaque Ultra,14,53,Havells,19575,21897.53,101,10,2023-09-09,True
1193,Corrupti Pro,13,149,Boat,46073,58032.1,174,10,2025-08-29,True
1194,Sit Lite,2,30,Nike,41731,52738.49,389,10,2024-07-29,True
1195,Dicta Pro,7,154,Philips,17453,20747.47,363,10,2021-10-20,True
1196,Porro Ultra,3,136,LG,29560,33977.73,232,10,2024-05-28,True
1197,Dolore Pro,11,162,Adidas,49433,62725.51,291,10,2024-04-30,True
1198,Adipisci Lite,5,137,Samsung,17630,20703.55,444,10,2025-10-21,True
1199,Sapiente Lite,14,9,Boat,29969,38411.18,15,10,2023-09-15,True
1200,Nulla Plus,22,112,Nike,19607,25941.07,424,10,2026-06-22,True
1201,Deserunt Max,1,96,Lenovo,38448,45484.92,489,10,2024-11-18,True
1202,Cumque Max,9,40,LG,5084,6011.76,27,10,2025-09-10,True
1203,Ut Pro,9,189,Dell,16125,18468.18,25,10,2023-02-25,True
1204,Soluta Plus,19,73,Godrej,31114,36238.21,144,10,2025-07-26,False
1205,Magnam Pro,6,50,Puma,24233,28119.33,191,10,2025-01-20,True
1206,Dolorum Plus,14,186,Lenovo,33664,43144.4,251,10,2025-03-07,True
1207,Labore Max,11,182,Godrej,33812,42523.43,349,10,2026-07-07,True
1208,Molestiae Pro,16,114,Lenovo,36288,44705.52,29,10,2023-12-13,True
1209,Nihil Lite,12,72,Samsung,28624,36318.92,282,10,2024-04-01,True
1210,Cupiditate Plus,2,163,Boat,8846,12214.0,22,10,2026-03-25,True
1211,Est Plus,11,152,Canon,4612,6069.01,18,10,2025-03-27,True
1212,Enim Max,24,64,Samsung,11765,16031.4,451,10,2025-01-02,True
1213,Ipsa Plus,14,132,Puma,4793,6334.3,490,10,2022-06-11,True
1214,Culpa Plus,20,110,Sony,8485,10267.52,157,10,2025-11-03,True
1215,Quidem Lite,17,110,Apple,7867,10232.67,363,10,2023-11-02,True
1216,Aliquam Plus,24,109,Puma,44980,62925.35,143,10,2023-10-15,True
1217,Dignissimos Lite,14,32,Godrej,34905,45155.31,269,10,2022-11-24,False
1218,Nam Max,17,121,LG,17609,21473.39,153,10,2022-03-25,True
1219,Facilis Plus,14,82,Boat,29265,40133.1,135,10,2022-09-28,True
1220,Fugit Plus,17,132,Apple,35056,42430.67,10,10,2025-01-21,True
1221,Maxime Plus,10,31,Boat,2011,2383.32,350,10,2024-06-28,True
1222,Explicabo Ultra,18,20,Boat,5277,6397.79,54,10,2022-12-24,True
1223,Nihil Lite,25,100,Canon,22551,29114.83,88,10,2023-03-23,True
1224,Soluta Max,11,88,Godrej,45007,62595.58,83,10,2025-10-21,False
1225,Natus Pro,21,1,Boat,22417,28702.87,257,10,2022-04-03,False
1226,Cupiditate Lite,13,40,LG,42668,56098.96,164,10,2023-10-27,True
1227,Repudiandae Pro,22,72,LG,18146,22945.29,338,10,2025-09-03,True
1228,Non Lite,2,17,Lenovo,4909,6815.12,271,10,2021-12-14,True
1229,Voluptatum Pro,19,159,HP,19233,25082.3,48,10,2024-03-23,True
1230,Voluptatem Plus,22,174,HP,13183,15865.5,163,10,2025-04-09,True
1231,Similique Plus,11,30,Philips,49204,54161.82,66,10,2024-04-21,True
1232,Labore Plus,11,138,Puma,1211,1402.21,256,10,2022-04-06,True
1233,Laborum Pro,14,168,Adidas,5429,6446.38,35,10,2023-12-12,True
1234,Inventore Plus,22,12,Havells,9194,10618.25,91,10,2022-01-03,True
1235,Modi Ultra,24,42,HP,47177,63839.91,400,10,2021-07-23,True
1236,Cupiditate Ultra,15,80,Puma,44818,52061.61,438,10,2023-11-30,True
1237,Nulla Plus,16,91,Samsung,48743,55062.43,122,10,2024-09-20,True
1238,Quae Plus,12,126,Boat,35693,49897.38,313,10,2026-03-31,True
1239,Ratione Pro,8,109,Sony,41876,46577.44,374,10,2025-12-25,True
1240,Optio Plus,25,150,Adidas,23376,29205.65,141,10,2026-01-16,False
1241,Quis Max,18,10,HP,21607,29001.01,467,10,2025-08-07,True
1242,Quae Lite,5,115,Adidas,34774,47516.22,174,10,2021-08-15,True
1243,Quidem Lite,8,135,Nike,40288,45459.38,333,10,2021-11-01,False
1244,A Lite,10,165,HP,49769,65888.07,183,10,2023-09-09,False
1245,Quos Max,12,122,Puma,32693,42279.02,389,10,2023-05-19,True
1246,Delectus Plus,1,183,Apple,970,1155.95,37,10,2022-10-25,True
1247,Incidunt Max,8,186,Dell,28092,37048.06,243,10,2024-10-09,True
1248,Autem Lite,10,113,Havells,10383,12639.04,71,10,2024-12-14,True
1249,Consequuntur Lite,19,124,Samsung,48358,55861.08,269,10,2025-06-02,True
1250,Quasi Ultra,7,10,Nike,264,317.29,484,10,2024-06-01,True
1251,Aliquam Max,24,4,Lenovo,28622,36341.27,127,10,2023-10-27,True
1252,Quasi Pro,24,144,Boat,32839,41216.35,94,10,2022-07-28,True
1253,Libero Max,4,31,Lenovo,20211,23714.97,485,10,2022-11-12,True
1254,Dolorem Lite,22,113,Dell,44828,61558.22,298,10,2025-05-23,True
1255,Exercitationem Ultra,24,120,Apple,6416,8360.51,479,10,2025-04-03,True
1256,Ipsam Ultra,2,89,Nike,22253,25617.92,28,10,2023-10-02,True
1257,Aliquid Pro,4,9,Nike,18603,24870.85,52,10,2023-12-22,False
1258,Ducimus Ultra,16,73,Canon,44825,55655.06,301,10,2025-07-19,True
1259,Explicabo Ultra,14,88,Philips,32969,45223.1,209,10,2024-12-28,True
1260,Tempora Lite,15,31,Philips,38339,49729.21,137,10,2024-08-22,True
1261,Modi Max,5,82,Havells,45493,63330.53,117,10,2021-07-27,True
1262,Vero Pro,12,127,Adidas,20677,24215.6,66,10,2025-09-01,True
1263,Nisi Plus,20,61,Puma,11085,15150.79,370,10,2024-02-17,True
1264,Repellat Pro,18,119,Adidas,15127,18343.13,465,10,2026-06-06,True
1265,Similique Pro,20,33,Godrej,3467,3890.51,354,10,2025-04-05,True
1266,Est Lite,12,42,Havells,42654,59325.34,157,10,2024-09-30,True
1267,Harum Lite,19,4,Philips,3623,4061.72,18,10,2023-01-18,True
1268,Eaque Ultra,21,160,Godrej,24670,31887.6,142,10,2023-08-27,True
1269,Dolor Lite,1,144,Boat,32916,44025.02,486,10,2022-06-09,True
1270,Rem Pro,1,148,Godrej,25428,31468.06,12,10,2024-11-20,True
1271,Corrupti Pro,23,171,LG,39263,43549.82,233,10,2025-11-11,True
1272,Et Pro,21,82,Samsung,8550,11444.29,102,10,2022-10-03,True
1273,Error Plus,17,136,LG,11925,14954.86,26,10,2023-04-03,False
1274,Laboriosam Lite,14,152,Samsung,15643,20745.37,469,10,2023-05-25,True
1275,Possimus Ultra,18,134,Sony,34707,46959.48,333,10,2024-03-05,False
1276,Asperiores Max,1,57,Philips,23718,27431.47,366,10,2024-12-31,True
1277,Fugiat Max,7,175,Puma,29733,35271.95,159,10,2025-12-26,False
1278,Optio Lite,11,72,Nike,43863,61061.95,369,10,2025-12-07,False
1279,Alias Max,23,15,Nike,7127,8546.73,132,10,2024-08-17,True
1280,Ducimus Lite,7,59,Havells,21631,30028.26,314,10,2022-06-24,True
1281,Unde Max,11,149,Adidas,47678,53018.77,430,10,2024-08-21,True
1282,Aliquam Plus,4,45,Boat,33341,46388.09,93,10,2024-09-14,True
1283,Porro Lite,9,21,Canon,41248,49380.22,219,10,2024-06-14,False
1284,Sit Pro,8,24,Sony,6622,8241.39,445,10,2025-02-17,True
1285,Error Max,12,18,Sony,42331,48733.31,302,10,2022-03-05,True
1286,Repudiandae Pro,6,197,Lenovo,34020,40878.52,112,10,2025-03-21,True
1287,Unde Lite,10,7,Sony,39457,52160.78,283,10,2023-06-23,True
1288,Esse Plus,24,37,LG,42923,51437.61,498,10,2025-01-24,True
1289,Magni Max,3,108,Apple,24317,31948.39,86,10,2021-08-18,False
1290,Consequuntur Ultra,11,190,Adidas,20908,23365.1,404,10,2023-03-28,True
1291,Aut Max,15,139,Samsung,27411,33693.45,86,10,2025-09-03,True
1292,Reiciendis Max,21,72,Puma,10683,14739.78,100,10,2022-06-12,True
1293,Ab Ultra,18,62,LG,37967,51733.55,174,10,2022-03-25,True
1294,Commodi Max,3,80,Puma,46928,55156.23,441,10,2022-03-25,True
1295,Rerum Ultra,20,67,Lenovo,7298,9760.28,119,10,2026-03-05,True
1296,Cum Ultra,6,8,HP,1663,2023.12,59,10,2024-05-09,False
1297,Nesciunt Ultra,22,130,Adidas,14272,17062.5,345,10,2024-07-03,True
1298,Magnam Max,4,136,Lenovo,18071,22676.45,321,10,2026-03-03,True
1299,Nesciunt Plus,12,99,Godrej,41872,46937.83,372,10,2023-09-11,True
1300,Ullam Ultra,1,99,Lenovo,31580,36413.37,212,10,2023-04-09,False
1301,Neque Lite,19,138,Boat,25183,30518.22,174,10,2023-12-21,False
1302,Iure Lite,6,145,Philips,48654,66958.38,374,10,2025-12-02,False
1303,Esse Ultra,19,25,LG,10531,13657.08,177,10,2022-05-01,True
1304,Saepe Pro,25,83,Canon,45387,53652.91,490,10,2022-04-29,True
1305,Occaecati Max,11,99,Canon,27152,36657.49,133,10,2025-04-24,True
1306,Fuga Pro,14,80,Boat,38286,47245.48,37,10,2021-12-07,True
1307,Non Max,4,199,Samsung,20794,28431.99,439,10,2025-05-14,True
1308,Culpa Lite,10,68,Godrej,28460,32492.41,218,10,2026-05-27,False
1309,Totam Ultra,1,96,Boat,37455,52255.16,292,10,2022-03-10,False
1310,Veniam Lite,18,45,Lenovo,14021,18675.93,481,10,2022-08-15,True
1311,Ipsam Ultra,7,137,Sony,5372,6663.28,464,10,2023-07-24,True
1312,Non Plus,16,22,Dell,20238,24295.16,284,10,2026-02-13,True
1313,Illum Max,7,64,Sony,9397,12172.96,437,10,2025-04-20,True
1314,Sed Lite,18,63,Godrej,25302,28716.49,213,10,2022-05-01,True
1315,Hic Lite,14,142,Boat,19704,26108.16,318,10,2022-12-13,False
1316,Unde Plus,23,14,Boat,22700,29958.17,241,10,2025-01-16,True
1317,Enim Pro,19,195,Sony,13771,17745.97,272,10,2025-01-13,True
1318,Deleniti Max,22,186,Adidas,43466,52601.73,107,10,2026-02-02,False
1319,Ipsum Ultra,1,142,Nike,42360,47355.25,363,10,2024-01-10,True
1320,Minus Lite,10,147,Havells,7207,9822.33,416,10,2022-12-18,True
1321,Sunt Plus,23,71,Adidas,3303,3811.3,290,10,2025-08-04,True
1322,Laudantium Max,16,135,Havells,40613,50844.21,229,10,2023-02-10,True
1323,Labore Ultra,3,175,Puma,19927,22740.99,227,10,2022-09-08,True
1324,Excepturi Ultra,8,199,Lenovo,41338,50459.52,475,10,2022-10-08,True
1325,Rem Max,7,157,Canon,17188,19552.17,86,10,2022-06-15,True
1326,Ipsa Max,24,93,Canon,31614,38138.21,14,10,2026-05-08,True
1327,Nemo Plus,6,115,Havells,20393,23986.15,131,10,2025-06-27,False
1328,Eius Plus,14,150,Canon,10889,12135.96,71,10,2026-05-22,True
1329,Laudantium Lite,5,132,Nike,35451,48134.09,184,10,2026-06-21,True
1330,Nihil Ultra,8,37,Apple,40055,51427.05,389,10,2025-06-18,True
1331,Facere Lite,12,198,Philips,15024,17242.54,411,10,2021-08-17,True
1332,Illum Lite,24,8,Lenovo,18223,20804.64,53,10,2022-08-29,True
1333,Illum Plus,1,44,Samsung,44037,54287.61,198,10,2022-05-17,True
1334,Voluptatem Max,2,136,Nike,38488,47002.1,466,10,2023-06-15,True
1335,Consequatur Lite,8,48,Havells,23382,30081.42,65,10,2025-03-03,True
1336,Quisquam Lite,2,153,Canon,14612,19257.47,235,10,2022-03-13,True
1337,Eos Lite,7,137,HP,18234,21806.83,96,10,2022-11-17,True
1338,Aperiam Ultra,20,144,Godrej,6799,8295.53,117,10,2026-01-19,True
1339,Delectus Max,17,128,Apple,7542,9362.46,301,10,2024-05-02,True
1340,Reprehenderit Plus,21,102,Godrej,34555,46034.07,497,10,2026-03-24,True
